"id","name","description","img","gemstone","location_of_origin","origin","treatments","cut_type","weight","dimensions","cut_by"
3701,"Sodalite","Sodalite is named after its sodium content, it may be classed as a feldspathoid. Only blue stones are used in jewelry, sometimes they have violet tint. Sodalite may also be grey, yellow, green, or pink and is often mottled with white veins or patches. 

It was first discovered in 1811 in Greenland, but became important as an ornamental stone in 1891 when vast deposits of fine material were discovered in Ontario, Canada.","https://www.gemdat.org/gphotos/0044404001345463298.jpg","Hackmanite","Mogok Township, Pyin-Oo-Lwin District, Mandalay Region, Myanmar","Natural","None reported","Oval","2.61 cts.","N/A","N/A"
3725,"Spessartine","The name is a derivative of Spessart in Bavaria, Germany, the type locality of the mineral. 

Spessartine is an orange to red-brown colour variety of Garnet.","https://www.gemdat.org/gphotos/0943157001351610993.jpg","Spessartine","Kashmir sapphire mines, Pádar, Kishtwar district, Jammu and Kashmir, India","Natural","None reported","Oval","3.73 cts.","12.0mm x 7.3mm x ?","N/A"
3727,"Sphalerite","Sphalerite is named after Greek word for ""mistaken"", because the mineral was often mistaken for galena, but contained no lead.

Sphalerite forms clear crystals with colours ranging from pale yellow to orange and red shades, with the presence of iron it forms dark, opaque metallic crystals. 

Gem-quality material often has yellowish to honey brown, red to orange, or green colour. The brilliant cut best displays sphalerite's high dispersion of 0.156 (three times as high as for diamond). Because of its softness and fragility sphalerite gems are usually used as collector's pieces and sometomes set into pendants.","https://www.gemdat.org/gphotos/0417606001343681022.jpg","Sphalerite","Spain","Natural","None reported","Trillion","17.78 cts.","N/A","N/A"
3729,"Spinel","Spinel classifies a whole group of related minerals; only a few are of gemstone quality. The species gemologists designate as spinel occurs in all colors, the favorite being a ruby-like red. 

Large stones are rare.","https://www.gemdat.org/gphotos/0864384001343992036.jpg","Spinel","Myanmar","Natural","None reported","Oval","1.22 cts.","N/A","N/A"
3733,"Spodumene","The name refers to the mineral spodumene (Greek - ash-colored) because the common non-gem crystals are mostly opaque, white to yellowish. 

For a long time gem verieties have been known as hiddenite and kunzite; since the 1970s some isolated transparent colorless varieties have been found. Most recently light yellow and green varieties have also been known. 

Rarely displays the cat's eye effect.","https://www.gemdat.org/gphotos/0476206001345318516.jpg","Kunzite","Brazil","Natural","None reported","Oval","260.61 cts.","N/A","N/A"
3739,"Stibiotantalite","The name Stibiotantalite reflects its antimony (Greek - stibi) content and similarity to Tantalite.

Stibiotantalite forms transparent or semi-transparent yellowish to brownish equant or flattened prismatic crystals. It is heavier, softer and brighter than tantalite. 

Stibiotantalite can be cut into bright fiery golden-brown gems which have some resemblance to sphalerite.","https://www.gemdat.org/gphotos/0563721001348432211.jpg","Stibiotantalite","Afghanistan","Natural","None reported","Kite","6.34 cts.","19.8mm x 7.3mm x ?","Elvis Gray"
3753,"Staurolite","Staurolite is named from Greek ""stauros"" - a cross, alluding to the cruciform twins (fairy crosses) it displays in some cases.

Staurolite forms characteristic monoclinic, pseudo-orthorhombic prismatic, reddish brown crystals, often forming 60° twins. The crystals are mostly translucent, rarely transparent. Staurolite shows distinct pleochroism - colourless - yellow - reddish brown.

Rouch material to facet brilliant gems is very rare.","https://www.gemdat.org/gphotos/0702683001345728634.jpg","Staurolite","Brazil","Natural","None reported","N/A","0.72 cts.","N/A","N/A"
3784,"Stichtite","Stichtite was discovered in 1910 in Dundas, Tasmania, Australia. It was named after Robert Carl Sticht the manager of the nearby Mt Lyell copper mine. 

Stichtite is purplish pink to purplish rose-red in colour and it is often associated with a chromite and green serpentine. This combination makes interesting specimens and attractive ornamental stone for carvings.","https://www.gemdat.org/gphotos/0068101001425920046.jpg","Stichtite","South Africa","Natural","None reported","Cabochon","4.55 cts.","16mm x 11mm x 3mm","N/A"
3805,"Strontianite","Strontianite is named after its discovery locality, at Strontian, Argyllshire, Scotland. The element strontium was discovered in this mineral by Cruikshank in 1790.

Strontianite forms pale grey or pale green, sometimes pale red, brown or colourless, typically short to long prismatic crystals. 

Fine crystals are small and are occasionally faceted.","https://www.gemdat.org/gphotos/0643568001345728492.jpg","Strontianite","Austria","Natural","None reported","N/A","2.86 cts.","N/A","N/A"
3822,"Sugilite","Sugilite is named after Ken-ichi Sugi, Japanese petrologist who first discovered the mineral on Iwagi island, Shikoku, Japan in 1994.

Sugilite most commonly forms compact masses with a light brownish yellow to a bright magenta colour. The material yields attractive cabochons, beads, ornamental objects. Semi-transparent stones are occasionally faceted. Crystal specimens are very rare. 

Sugilite is also known as Wesselite, because translucent facetable material of intense purple colour was found in the Wessels Manganese Mine near Hotazel, South Africa.

The name Cybelene has also been used for Sugilite.","https://www.gemdat.org/gphotos/0936393001351894554.jpg","Sugilite","Australia","Natural","None reported","Cushion Cabochon","15.15 cts.","16.28mm x 16.46mm x 5.35mm","N/A"
3882,"Tantalite","Tantalite is the name given to a group of related minerals containing tantalum, oxygen and a metal such as Iron or Manganese.

The closely-related minerals columbite and tapiolite are often confused for tantalite.

See also the related gemstone stibiotantalite.","https://www.gemdat.org/gphotos/0515139001348425625.jpg","Manganotantalite","Brazil","Natural","None reported","Emerald","6.41 cts.","8.2mm x 6.7mm x ?","Michael Gray"
3885,"Tanzanite","Tanzanite is called after the East African state of Tanzania, it was discovered in the Mererani Hills of Northern Tanzania in 1967. 

Tanzanite is the blue-purple variety of Zoisite, it is noted for its remarkably strong trichroism, appearing sapphire blue, violet and burgundy depending on the position of crystal. Tanzanite also appears differently when viewed under alternate lighting conditions. In good quality the colour is ultramarine to sapphire blue; in artificial light, it appears more amethyst violet.

Tanzanite is universally heat treated to produce a range of hues between bluish-violet to violetish-blue, it has no effect on price.","https://www.gemdat.org/gphotos/0925539001343856858.jpg","Tanzanite","Tanzania","Natural","Heat Treatment","Oval","9.90 cts.","N/A","N/A"
3955,"Thulite","Dense, opaque, pink or mottled pink-and-white variety of Zoicite that was first found in Norway and named after Thule, the ancient name for that country. Thulite is used as a gemstone and carving material in the manufacture of jewellery and ornamental objects.","https://www.gemdat.org/gphotos/0285979001343732227.jpg","Thulite","Tanzania","Natural","None reported","Pear","4.29 cts.","N/A","N/A"
3960,"Tiger's Eye","Tiger's eye is a variety of Quartz which exhibits a fascinating and constantly shifting light effect since the alternating silky gold and brown bands keep reversing their appearance with the slightest change in position of the light source or of the stone. This effect is caused by parallel intergrowth of Quartz crystals and altered amphibole fibres that mostly turned into limonite.

Tiger's Eye is widely used as an ornamental and lapidary rock.","https://www.gemdat.org/gphotos/0579956001351990784.jpg","Tiger's Eye","Thailand","Natural","None reported","Marquise Cabochon","13.6 cts.","25.02mm x 12.24mm x 6.65mm","N/A"
3977,"Titanite (Sphene)","The mineralogical name Titanite comes from its titanium contents. It is also known as Sphene, from Greek word for ""wedge"", referring to the typical crystal shape of this mineral.

Transparent specimens are noted for their strong trichroism, the three colours depend on the base stone colour. Its very high dispersion 0.051 (higher than Diamond 0.044) helps to give cut stones an intense fire. Usual weight of cut stones is 1-2 carats, occasionally to 10-12 carats.","https://www.gemdat.org/gphotos/0912393001358099250.jpg","Titanite","Madagascar","Natural","None reported","Square Cushion","4.10 cts.","8.8mm x ?","N/A"
3996,"Topaz","Topaz is named from Greek ""topazion"" for a type of gemstone, probably after Sanskrit ""tapas"" - fire, alluding to the brilliance of gem-quality material. Topaz has been known from antiquity.

Topaz occurs in a broad colour change: red, pink, purple, yellow, orange, brown, blue, green, colorless. Imperial Topaz is the most valuable. Red and pink topaz crystals are also rare and highly prized. 

Topaz varies in value according to its quality; large crystals are found quite as frequently as small, consequently the value of cut stones is proportionate to their size.

Topaz is not very tough and because of its cleavage it requires special care in cutting, polishing, mounting and wear.","https://www.gemdat.org/gphotos/0962900001344087027.jpg","Imperial Topaz","Ouro Preto, Minas Gerais, Brazil","Natural","Heat Treatment","Cushion","53.80 cts.","N/A","N/A"
40,"Aeschynite","","https://www.gemdat.org/gphotos/0876875001423695131.jpg","Aeschynite","Nuristan, Afghanistan","Natural","None reported","Emerald","2.99 cts.","10.40mm x 5.75mm x ?mm","N/A"
4003,"Tourmaline","Even though tourmaline has been known since antiquity in the Mediterranean region, the Dutch imported it only in 1703 from Sri Lanka to Western and Central Europe. They gave the new gems a Sinhalese name, Turamali, which is thought to mean ""stone with mixed colours"".

Tourmaline varies in transparency and colour to a considerable extent. Crystals of tourmaline may be of uniform colour throughout or differently coloured in different portions. The dichroism is a very prominent feature; it is apparent in quite pale-coloured stones, but is more marked in the darker varieties.

A very characteristic feature of tourmaline is the readiness with which it becomes electrified. By heating and subsequent cooling, as well as by applying pressure, e.i. by rubbing, a tourmaline crystal will become electrically charged. It will then attract dust particles as well as small pieces of paper (pyro- and piezo-electricity).","https://www.gemdat.org/gphotos/0901952001343829472.jpg","Paraíba Tourmaline","Brazil","Natural","None reported","Oval","1.77 cts.","N/A","N/A"
4011,"Tremolite","Tremolite is named after its discovery locality, in Val Tremola, near St. Gotthard, Switzerland.

Tremolite occurs as grey, green or lavender to pink stout elongated crystals, which form fibrous, granular or columnar aggregates. They are known as fine needle-like inclusions in quartz or emerald. The needles produce a distinct cat's eye effect in cabochons cut from compact green Tremolite from Ontario, Canada.","https://www.gemdat.org/gphotos/0152868001357818494.jpg","Hexagonite","Fowler, St. Lawrence Co., New York, USA","Natural","None reported","N/A","2.07 cts.","9.2mm x 5.8mm x ?","N/A"
4021,"Triplite","Triplite is named after Greek ""triplos"" - triple, alluding to its three prominent cleavages.

Triplite occurs in a number of indistinct forms or as masses which are translucent to opaque dark red to brown, or black with vitreous to resinous lustre.

Triplite gems are very difficult to facet.","https://www.gemdat.org/gphotos/0341286001358102949.jpg","Triplite","Skardu, Skardu Area, Gilgit-Baltistan, Pakistan","Natural","None reported","N/A","0.13 cts.","4.2mm x 2.0mm x ?","N/A"
4044,"Tugtupite","Tugtupite is named after Tugtup agtakôrfia Ilimaussaq intrusive complex of southwest Greenland where it was first found in 1957 (in some sources 1962). 

Tugtupite is tenebrescent: warmth and exposure to ultraviolet light from the sun or a lamp intensifies its colour (from pale pink to cyclamen red).

Tugtupite is also called a Reindeer stone.","https://www.gemdat.org/gphotos/0381957001358122624.jpg","Tugtupite","Narssârssuk pegmatite, Narsaarsuk Plateau, Igaliku, Kujalleq, Greenland","Natural","None reported","Pear Cabochon","37.57 cts.","33.3mm x 25.7mm x ?","N/A"
405,"Astrophyllite","Astrophyllite is named after Greek ""astron"" - brilliant (star), plus ""phyllon"" - a leaf, alluding to its high lustre and foliate habit.

Astrophyllite is usually opaque to translucent, but may be transparent, brown to golden-yellow colour.

Astrophyllite is often cut into slabs and polished. It is sometimes used in jewelry where it is fashioned into cabochons.","https://www.gemdat.org/gphotos/0816957001376587965.jpg","Astrophyllite","Russia","Natural","None reported","Cushion","3.13 cts.","N/A","N/A"
4060,"Turquoise","Turquoise was one of the earliest gems to be used for personal adornment. It was used by Ancient Egypt rulers around 5500 BC. The name Turquoise dates to 16th century and derived from Old French word for ""Turkish"", because it entered Western Europe through Asia Minor.

Turquoise is opaque sky-blue, blue-green or apple-green stone with brown, dark gray, or black veins of other minerals or the host rock. It can also be intergrown with malachite and chrysocolla.","https://www.gemdat.org/gphotos/0990425001385083278.jpg","Turquoise","Arizona, USA","Natural","None reported","Triangle","47.74 cts.","39.76mm x 29.20mm x ?mm","N/A"
4085,"Ulexite","Ulexite is named after G.L. Ulex, German chemist who performed the first correct analysis of the mineral.

Ulexite is called the ""TV rock"" or ""television stone"" for its its unusual optical characteristics. Each thin fibrous crystal acts as an optical fibre, transmitting light along its length by internal reflection. A piece of writing placed underneath the stone appears on the surface.

Ulexite decomposes in hot water.","https://www.gemdat.org/gphotos/0578599001345722133.jpg","Ulexite","California, USA","Natural","None reported","Cushion","8.89 cts.","N/A","N/A"
41,"Afghanite","Afghanite is named after the country of its discovery.

Afghanite forms sapphire-blue crystals. It can produce attractive gemstones but gem rough is almost unobtainable and good crystals are rare.","https://www.gemdat.org/gphotos/0652448001391883178.jpg","Afghanite","Koksha Valley, Kuran Wa Munjan District, Badakhshan, Afghanistan","Natural","None reported","Oval Portuguese","0.28 cts.","N/A","N/A"
4125,"Uvarovite","Uvarovite is one of the rarest of the garnet group minerals, and is the only consistently green garnet species, with a beautiful emerald-green color. It occurs as well-formed fine-sized crystals. It was discovered in 1832 by Germain Henri Hess who named it after Count S.S. Uvarov (1765-1855), a Russian statesman and amateur mineral collector.","https://www.gemdat.org/gphotos/0620065001351612269.jpg","Uvarovite","Outokumpu mining district, Outokumpu, North Karelia, Finland","Natural","None reported","Freeform","0.44 cts.","6.4mm x 4.5mm x ?","N/A"
4126,"Fluor-uvite-Uvite Series","Uvite is named after a province in Sri Lanka. Uvite is the magnesium/iron-rich member of the group. Despite having so many coloring ions like iron and magnesium, some specimens of uvite can be colorless. The typical specimens of uvite on the mineral markets tend to be an interesting dark green to almost black in color.","https://www.gemdat.org/gphotos/0142482001413573753.jpg","Fluor-uvite-Uvite Series","Zambia","Natural","None reported","Uncut","0.65 cts.","6.31mm x 7.62mm x ?mm","N/A"
4156,"Variscite","Variscite was first described in 1837 and named after Variscia, the historical name of the Vogtland, Germany.

Variscite can be cut into cabochons, used for carvings and ornamental objects. It is sometimes confused with turquoise, but variscite usually has greener colour.","https://www.gemdat.org/gphotos/0423138001368769404.jpg","Variscite","Little Green Monster Variscite Mine, Clay Canyon, Fairfield, Oquirrh Mountains, Utah Co., Utah, USA","Natural","None reported","Freeform","42.41 cts.","48.93mm x 21.30mm x ?mm","N/A"
4181,"Villiaumite","Villiaumite is named after Maxime Villiaume, officer in the colonial artillery corps stationed in northern Madagascar, whose help in the acquisition of mineral and rock collections from Madagascar and Guinea proved invaluable to Alfred Lacroix.

Villiaumite forms translucent to transparent carmine-red to lavender-pink granular masses and rarely cubic crystals. Villiaumite is likely to be soluble in hot water.

Villiaumite has been faceted, but the cut stones are usually very small.","https://www.gemdat.org/gphotos/0460613001358122957.jpg","Villiaumite","Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, Canada","Natural","None reported","N/A","0.93 cts.","5.6mm x 5.1mm x ?","N/A"
419,"Augite","Augite is named from Greek ""auge"" - bright, referring to the appearance of its cleavage planes.

Augite forms glassy crystals ranging in colour from purple and brown to black. Large lustrous crystals are not uncommon.","https://www.gemdat.org/gphotos/0759335001344640720.jpg","Augite","New Mexico, USA","Natural","None reported","Freeform","2.87 cts.","9.0mm x ?","Dee Parsons"
4194,"Vivianite","Vivianite is named after John Henry Vivian, who first discovered crystals of the mineral at St Agnes, Cornwall, England. 

Vivianite forms flattened prismatic transparent to translucent light green to deep blue or colourless crystals. It has very strong plechroism: deep blue - pale yellowish green - yellowish green. 

Facetable crystals are rare.","https://www.gemdat.org/gphotos/0442130001528689692.jpg","Vivianite","Herja Mine, Chiuzbaia (Kisbánya), Baia Mare, Maramureș, Romania","Natural","None reported","Freeform","0.14 cts.","5.34mm x 2.09mm x ?mm","N/A"
4223,"Vesuvianite (Idocrase)","Vesuvianite is named after the Mount Vesuvius, where it was first discovered in 1795. 

It is also called Idocrase (Greek - mixed form) with reference to the fact that its crystals usually combine the forms of other minerals.

Vesuvianite can be faceted or used in its massive form as a substitute for jade.","https://www.gemdat.org/gphotos/0264358001358122834.jpg","Vesuvianite","Laurel, Wentworth, Argenteuil RCM, Laurentides, Québec, Canada","Natural","None reported","Round Brilliant","2.01 cts.","8.0mm x ?","N/A"
4292,"Willemite","Willemite was discovered in 1830 and named after William I, King of the Netherlands. 

Willemite is famous for its remarkable luminescent properties. It exhibits strong green fluorescence under short-wave ultraviolet light. Some specimens may exhibit phosphorescence, they continue to glow for some time even after the UV source is removed. 

Gem quality crystals are usually small and rarely exceed two grams, but can be faceted into attractive gems.","https://www.gemdat.org/gphotos/0180808001358123604.jpg","Willemite","Franklin, Franklin Mining District, Sussex County, New Jersey, USA","Natural","None reported","Pear","2.23 cts.","12.3mm x 5.6mm x ?","N/A"
4299,"Witherite","Witherite is named after William Withering, English physician and naturalist who originally described the mineral.

Crystals are always twinned. Facetable pieces are usually small, gem rough rarely exceeds 5 grams. The translucent material is cut into cabochons.

Witherite dust is toxic, it is dangerous to inhale it.","https://www.gemdat.org/gphotos/0697571001358124388.jpg","Witherite","Rosiclare, Hardin Co., Illinois, USA","Natural","None reported","Square Cushion","2.74 cts.","7.0mm x ?","N/A"
4313,"Wood Tin","","https://www.gemdat.org/gphotos/0093134001362592818.png","Wood Tin","Macha area, Chayanta Province, Potosí, Bolivia","Natural","None reported","Cabochon","63.5 cts.","23.6mm x 7.5mm x ?","in Bolivia"
4322,"Wulfenite","Wulfenite was named after Franz Xavier von Wulfen, an Austrian mineralogist. It was first described in 1845 for an occurrence in Bad Bleiberg, Carinthia, Austria.

It occurs as thin tabular crystals with a bright orange-red to yellow-orange colour, sometimes brown.

Wulfenite has very attractive gemmy appearance, but the crystals are often much too thin and brittle for cutting.","https://www.gemdat.org/gphotos/0590292001358124754.jpg","Wulfenite","Tsumeb, Oshikoto Region, Namibia","Natural","None reported","Round Brilliant","11.31 cts.","12.2mm x ?","N/A"
4343,"Xonotlite","Xonotlite is named after its discovery locality, at Tetala de Xonotla. Mexico.

Xonotlite forms translucent needle-like chalky white to bluish grey crystals or fibrous masses.

Crystals of gem-quality are very rare.","https://www.gemdat.org/gphotos/0573875001358125042.jpg","Xonotlite","Italy","Natural","None reported","N/A","2.73 cts.","10.1mm x 6.9mm x ?","N/A"
436,"Aventurine","The name aventurine derives from the Italian ""a ventura"" meaning ""by chance"".

Aventurine is a feebly translucent, fine-grained to compact variety of Quartzite, the surface of which has a speckled, metallic sheen, usually of a reddish-brown colour, but occasionally yellow, white, blue or green. This appearance is caused by the presence, in the colourless quartz substance, of numbers of enclosures (scales of mica, plates of chrome-mica fuchsite, etc.), which can always be seen with the aid of the microscope, and sometimes with a simple lens, or with the naked eye. 

Also known as Indian Jade.","https://www.gemdat.org/gphotos/0201570001350388539.jpg","Aventurine","Brazil","Natural","None reported","Square Cabochon","19.54 cts.","N/A","N/A"
4390,"Zektzerite","Zektzerite was first found in 1966 from the Willow creek basin, Okanogan County, Washington. It is named after Jack Zektzer, mathematician and mineral collector of Seattle, Washington.

Zektzerite forms translucent, colourless to pink, cream or white stout pseudohexagonal prisms.","https://www.gemdat.org/gphotos/0456089001293916919.jpg","Zektzerite","Washington Pass, Golden Horn Batholith, Okanogan Co., Washington, USA","Natural","None reported","N/A","1.62 cts.","N/A","N/A"
440,"Axinite","Axinite (Greek - axe) was named because of its sharp-edged crystals, which can be considered a positive identification feature. 

Large clean axinite specimens are rare. Most crystals have some inclusions, usually in the form of delicate veils.

Marked variations in hardness have been reported.","https://www.gemdat.org/gphotos/0077556001344641344.jpg","Axinite","Baja California, Mexico","Natural","None reported","Round Brilliant","3.14 cts.","9.7mm x 9.7mm x ?","Dee Parsons"
4410,"Zincite","Zincite, in the gem world, is primarily a man-made material, being produced by zinc smelters in Poland as a by-product of zinc metal extraction from ore. The crystals are said to have formed in furnace smoke stacks, and come to market occasionally when these smoke stacks are cleaned or maintained.

Zincite is also known as a natural mineral (in particular, fine specimens have been found at the Franklin/Sterling Hill deposit in New Jersey), but these are generally not gem quality, although they are occasionally cut as opaque orange-red to very dark red cabochons, which can reach 295 carats or more in weight. (Keep in mind that the high density means that gems will be smaller size than one would expect from the carat weight.)

The name is derived from its zinc content.","https://www.gemdat.org/gphotos/0032385001345725803.jpg","Zincite","N/A","Man-made/Synthetic","None reported","N/A","5.06 cts.","N/A","N/A"
4421,"Zircon","Zircon has been known since antiquity, albeit under various names. Today's name is most likely derived from the Persian language (""golden colored""). Because of its high refractive index and strong dispersion, it has great brilliance and intensive fire.

Zircons with the highest values in optical properties are designated as high zirons, those with the lowest values as low zircons. In between are the medium zircons.","https://www.gemdat.org/gphotos/0904267001352109691.jpg","Zircon","Tanzania","Natural","Heat Treatment","Round","47.19 cts.","19.32mm x 12.31mm","N/A"
4430,"Zoisite","The mineral zoisite is named after the collector Zois. It was first found in the Sau-Alp mountains in Austria, in 1805. It was originally called saualpite. Gem-stone quality specimens have only recently been found. 

The gemstone members of the group are tanzanite, thulite and anyolite.","https://www.gemdat.org/gphotos/0282100001357127056.jpg","Tanzanite","Tanzania","Natural","None reported","Oval","2.53 cts.","9.62mm x 6.46mm x 5.64mm","N/A"
447,"Azurite","Azurite is named after the Persian word ""lazhward"", for its characteristic blue colour. It occurs in the weathered zone of copper ore-bodies usually in association with malachite. Azurite is less stable in open air than malachite, and is often pseudomorphically replaced by it. Or they can form together as azurmalachite.

Azurite is famous for its superb colour and interesting forms. It was formerly used for azure pigment. It can be cut into cabochons, faceted into gems and used for ornamental objects.

Azurite dust is toxic and must not be inhaled when cutting and polishing.

Azurite is also known as chessylite after the type locality at Chessy-les-Mines near Lyon, France.","https://www.gemdat.org/gphotos/0594636001343916578.jpg","Azurite","Arizona, USA","Natural","None reported","Freeform","44.07 cts.","N/A","N/A"
448,"Azurmalachite","Azurmalachite is a mixture of azurite and malachite. It is an attractive stone which combines vivid blue colour of azurite and saturated green colour of malachite. It can be cut into cabochons or used for small objects d'art.","https://www.gemdat.org/gphotos/0460574001343820006.jpg","Azurmalachite","Bisbee, Cochise County, Arizona, USA","Natural","None reported","Pear Cabochon","15.79 cts.","N/A","N/A"
451,"Augelite","Augelite is named after Greek ""auge"" - bright, alluding to the pearly lustre of cleavage surfaces. 

Augelite is an extremely rare phosphate mineral found at a very few localities worldwide. Colourless, yellowish, pale rose or pale blue crystals of augelite have been fashioned.

White Mountain, California appeared to be the only source of facet-grade rough, but it has been reported to be exhausted.","https://www.gemdat.org/gphotos/0606258001344640474.jpg","Augelite","Champion Mine (White Mountain Mine; Jeffrey Mine; Diaspore; Vulcanus; Black Eagle; Champion Sillimanite Mine; Champion Andalusite Mine; Vulcanite Mine; Vulcanite & Vulcanus No. 156; Black Eagle & Vulcanus Nos. 8 and 9 No. 157), White Mountain Peak, White Mountains, Mono Co., California, USA","Natural","None reported","Step","1.30 cts.","6.6mm x 5.1mm x ?","Dee Parsons"
452,"Almandine","A species of mineral belonging to the Garnet group. The name derived from the town Alabanda, Caria in Asia Minor. Almandine is an iron alumina Garnet, of deep red color, inclining to purple.","https://www.gemdat.org/gphotos/0017766001350295092.jpg","Almandine","Madagascar","Natural","None reported","Flower Cut","4.16 cts.","N/A","N/A"
454,"Achroite","Achroite (Greek - without colour) is colourless or almost colourless variety of Tourmaline. It is quite rare.","https://www.gemdat.org/gphotos/0201266001351549612.jpg","Achroite","Afghanistan","Natural","None reported","Oval","10.91 cts.","14.5mm x 10.5mm x ?","N/A"
51,"Agate","Agate is a banded, concentric shell-like Chalcedony, sometimes containing opal substance. The bands can be multicoloured or of the same colour. 
Originally reported from Dirillo river (Achates river), Acate, Ragusa Province, Sicily, Italy.","https://www.gemdat.org/gphotos/0505219001350251297.jpg","Agate","India","Natural","Dyeing","Oval Cabochon","14.62 cts.","N/A","N/A"
5293,"Bronzite","Bronzite is an iron-bearing variety of Enstatite from Austria. It has green-brown colour with bronze-like sub-metallic lustre. It was known long before Enstatite.","https://www.gemdat.org/gphotos/0169348001357682582.jpg","Bronzite","India","Natural","None reported","Cabochon","12.35 cts.","15mm x 11mm x 5mm","N/A"
5484,"Andradite-Grossular","Andradite-Grossular is a garnet intermediate in composition between andradite (calcium iron garnet) and grossular (calcium aluminium garnet).","https://www.gemdat.org/gphotos/0132393001353585318.jpg","Mali Garnet","N/A","Natural","None reported","Oval","7.53 cts.","12.7mm x 11.0mm x ?","N/A"
549,"Baryte (Barite)","Baryte is named after Greek ""barys"" - heavy, in allusion to its high specific gravity. 

Many large transparent crystals have been found. Easy cleavage, brittleness and heat sensitivity of the material make it a challenge to the facetier. Cut stones rarely exceed 10 carats.","https://www.gemdat.org/gphotos/0386889001344866147.jpg","Baryte","South Africa","Natural","None reported","Round Brilliant","14.82 cts.","13.7mm x 13.7mm x ?","John Bradshaw"
563,"Bastnäsite","Bastnäsite is named after its discovery locality at Bastnäs, Ridar-hyttan district, Västmanland, Sweden.

Bastnasite is found as dark orange brown to brown crystals.

Gem rough and cut stones are rare.","https://www.gemdat.org/gphotos/0833779001342789235.jpg","Bastnäsite","Pakistan","Natural","None reported","Trillion","0.54 cts.","N/A","N/A"
5981,"Common Opal","Common opal is opaque, rarely translucent, and shows no play-of-colour. A wide variety of trade names are used.","https://www.gemdat.org/gphotos/0720249001357228720.jpg","Hydrophane","Ethiopia","Natural","None reported","Portuguese Trillion","1.50 cts.","8.32mm x ?","Allyce Kosnar"
6128,"Rock Crystal","Rock Crystal is a traditional name given to water-clear crystalline quartz.

The name Crystal comes from the Greek for ""ice"", as it was believed that Rock Crystal was eternally frozen. Rock Crystals weighing many tons have been found. Cuttable material is rare.

Rock Crystal is used for costume jewelry and delicate bowls and to imitate diamonds.","https://www.gemdat.org/gphotos/0994485001353714921.jpg","Rock Crystal","N/A","Natural","None reported","Hexagon","16.93 cts.","19.9mm x 14.6mm x 5.0 mm","N/A"
624,"Benitoite","Benitoite was discovered at the beginning of the 20th century in San Benito County (therefore the name), California, USA. 

A very rare gem with beautiful colour, high birefringence and dispersion, tough, does not have heat sensitivity, exhibits strong blue fluorescence under SW UV. Gem-quality crystals are usually small (rarely larger than 1 carat). The largest facetted benitoite on public display is a 7.5 ct gem in the Smithsonian museum. There are other larger flawless stones in existence, all in private collections.","https://www.gemdat.org/gphotos/0778622001344868005.jpg","Benitoite","San Benito Co., California, USA","Natural","None reported","Round Brilliant","1.67 cts.","N/A","Michael Gray"
6252,"Fibrolite","Fibrolite is a fibrous form of Sillimanite. This name is because the mineral appears like a bunch of fibres twisted together when viewed in thin section or even by the naked eye.","https://www.gemdat.org/gphotos/0853271001343912409.jpg","Fibrolite","Myanmar","Natural","None reported","Cushion","4.81 cts.","N/A","N/A"
642,"Bertrandite","Bertrandite is named after Emile Bertrand, mineralogist and mining engineer of Paris, France, who first called attention to the mineral.

Bertrandite forms transparent, colourless to pale yellow crystals. Large and clean enough crystals suitable for faceting are rare.

Bertrandite often occurs as a pseudomorphic replacement of beryl.","https://www.gemdat.org/gphotos/0772491001426528482.jpg","Bertrandite","Nevada, USA","Natural","None reported","Square Cabochon","21.60 cts.","21mm x 17mm x 6mm","N/A"
644,"Beryllonite","Beryllonite is named because of its beryllium content. It was discovered by James Dwight Dana in 1888. 

The crystals vary from colourless to white or pale yellowish, and are transparent with a vitreous lustre, and pearly luster on fracture planes. Beryllonite crystals are frequently heavily included. Beryllonite cat's eye is known.","https://www.gemdat.org/gphotos/0987310001344875517.jpg","Beryllonite","Stoneham, Oxford County, Maine, USA","Natural","None reported","Pear","0.38 cts.","N/A","commercially cut"
6613,"Xenotime","Xenotime is named after Greek ""kenos"" - vain plus ""time"" - honor, because its contained yttrium had been mistakenly thought to be a new element.

Xenotime forms translucent to opaque yellowish brown, greenish brown, reddish brown, brown, gray prismatic crystals or radial aggregates.

Crystals of gem-quality are very rare.","https://www.gemdat.org/gphotos/0633853001345721494.jpg","Xenotime","Zagi Mountain, Hameed Abad Kafoor Dheri, Peshawar District, Khyber Pakhtunkhwa Province, Pakistan","Natural","None reported","Cushion","2.44 cts.","N/A","N/A"
6666,"Precious Opal","The special characteristic of these gems is their play-of-colour, a display of rainbow-like hues, which (especially in rounded cut forms) changes with the angle of observation. 

Opal always contains water (3 - 30%). It can happen that in the course of time, the stone loses water, cracks, and the play-of-colour diminishes. Special care should be taken for storing it.","https://www.gemdat.org/gphotos/0398320001350426568.jpg","Black Opal","Ethiopia","Natural","Smoke Diffusion","Oval Cabochon","8.55 cts.","N/A","N/A"
